0|iata_code|1|name_rus|2|name_eng|3|city_rus|4|city_eng
XMN|XMN|Хаймень|Хаймень|Xiamen|Xiamen|Сямэнь|Сямэнь|Xiamen|Xiamen
XMP|XMP|||Macmillan Pass|Macmillan Pass|||Macmillan Pass|Macmillan Pass
XMS|XMS|Макас|Макас|Macas|Macas|Макас|Макас|Macas|Macas
XMY|XMY|||Yam Island|Yam Island|||Yam Island|Yam Island
XNA|XNA|||Northwest Arkansas Regional|Northwest Arkansas Regional|||Fayetteville, AR|Fayetteville, AR
XNG|XNG|Кванг-Нгаи|Кванг-Нгаи|Quang Ngai|Quang Ngai|Кванг-Нгаи|Кванг-Нгаи|Quang Ngai|Quang Ngai
XNH|XNH|||Nasiriyah|Nasiriyah|||Nasiriyah|Nasiriyah
XNN|XNN|Хайнин|Хайнин|Xining|Xining|Хайнин|Хайнин|Xining|Xining
XNT|XNT|Хайнтай|Хайнтай|Xingtai|Xingtai|Хайнтай|Хайнтай|Xingtai|Xingtai
XNU|XNU|||Nouna|Nouna|||Nouna|Nouna
XOZ|XOZ|||Doha Free Zone|Doha Free Zone|Доха|Доха|Doha|Doha
XPA|XPA|Пама|Пама|Pama|Pama|Пама|Пама|Pama|Pama
XPG|XPG|||Gare du Nord Rail Stn|Gare du Nord Rail Stn|Париж|Париж|Paris|Paris
XPK|XPK|||Pukatawagan|Pukatawagan|||Pukatawagan|Pukatawagan
XPL|XPL|||Coronel Enrique Soto Cano AB|Coronel Enrique Soto Cano AB|Комаягуа|Комаягуа|Comayagua|Comayagua
XPP|XPP|||Poplar River|Poplar River|||Poplar River|Poplar River
XPQ|XPQ|||Ferry|Ferry|Порт Кланг|Порт Кланг|Port Klang|Port Klang
XPR|XPR|||Pine Ridge|Pine Ridge|||Pine Ridge|Pine Ridge
XPU|XPU|||West Kuparuk|West Kuparuk|||West Kuparuk|West Kuparuk
XPZ|XPZ|||Harbour|Harbour|||Saint Tropez|Saint Tropez
XQC|XQC|||Balad|Balad|||Balad|Balad
XQP|XQP|Куэпос|Куэпос|Quepos|Quepos|||Pavones|Pavones
XQU|XQU|||Qualicum|Qualicum|||Qualicum|Qualicum
XQV|XQV|||Baqubah|Baqubah|||Baqubah|Baqubah
XRH|XRH|||Richmond AFB|Richmond AFB|Ричмонд|Ричмонд|Richmond|Richmond
XRJ|XRJ|||Termini Rail Stn.|Termini Rail Stn.|Рим|Рим|Rome|Rome
XRR|XRR|||Ross River|Ross River|||Ross River|Ross River
XRY|XRY|||Jerez De La Frontera|Jerez De La Frontera|||Jerez De La Frontera|Jerez De La Frontera
XSA|XSA|||AFC|AFC|Синоу|Синоу|Sinoe|Sinoe
XSC|XSC|||International|International|||South Caicos|South Caicos
XSD|XSD|||Test Range|Test Range|Тонопа|Тонопа|Tonopah|Tonopah
XSE|XSE|Себба|Себба|Sebba|Sebba|Себба|Себба|Sebba|Sebba
XSI|XSI|||South Indian Lake|South Indian Lake|||South Indian Lake|South Indian Lake
XSM|XSM|||St Marys|St Marys|||St Marys|St Marys
XSO|XSO|||Siocon|Siocon|||Siocon|Siocon
XSP|XSP|||Seletar|Seletar|Сингапур|Сингапур|Singapore|Singapore
XTA|XTA|||Econ/Tech Dev. Area|Econ/Tech Dev. Area|Тяньцзинь|Тяньцзинь|Tianjin|Tianjin
XTF|XTF|||Port Free Trade Zone|Port Free Trade Zone|Тяньцзинь|Тяньцзинь|Tianjin|Tianjin
XTG|XTG|||Thargomindah|Thargomindah|||Thargomindah|Thargomindah
XTL|XTL|||Tadoule Lake|Tadoule Lake|||Tadoule Lake|Tadoule Lake
XTM|XTM|||Ramadi|Ramadi|||Ramadi|Ramadi
XTO|XTO|||Taroom|Taroom|Тарум|Тарум|Taroom|Taroom
XTR|XTR|||Tara|Tara|||Tara|Tara
XTT|XTT|||Etoile|Etoile|Париж|Париж|Paris|Paris
XTV|XTV|||Tikrit|Tikrit|||Tikrit|Tikrit
XUZ|XUZ|Сучжоу|Сучжоу|Xuzhou|Xuzhou|Хучжоу|Хучжоу|Xuzhou|Xuzhou
XVL|XVL|Винь-Лонь|Винь-Лонь|Vinh Long|Vinh Long|Винь-Лонь|Винь-Лонь|Vinh Long|Vinh Long
XVQ|XVQ|||Santa Lucia Rail|Santa Lucia Rail|Венеция|Венеция|Venice|Venice
XVY|XVY|||Mestre Rail Stn.|Mestre Rail Stn.|Рим|Рим|Rome|Rome
XWC|XWC|||Suedbahnhof Rail|Suedbahnhof Rail|Вена|Вена|Vienna|Vienna
XWK|XWK|||Karlskrona Rail Svc.|Karlskrona Rail Svc.|Роннеби|Роннеби|Ronneby|Ronneby
XWL|XWL|||Gothenburg Rail|Gothenburg Rail|Готенбург|Готенбург|Gothenburg|Gothenburg
XWP|XWP|||Hassleholm|Hassleholm|||Hassleholm|Hassleholm
XWQ|XWQ|Енкопинг|Енкопинг|Enkoping|Enkoping|Енкопинг|Енкопинг|Enkoping|Enkoping
XWW|XWW|||Westbahnhof Rail|Westbahnhof Rail|Вена|Вена|Vienna|Vienna
XWZ|XWZ|Никопинг|Никопинг|Nykoping|Nykoping|Никопинг|Никопинг|Nykoping|Nykoping
XXA|XXA|||Alvesta|Alvesta|||Alvesta|Alvesta
XXK|XXK|||Katrineholm|Katrineholm|||Katrineholm|Katrineholm
XXU|XXU|||Hedemora|Hedemora|||Hedemora|Hedemora
XYA|XYA|||Yandina|Yandina|||Yandina|Yandina
XYC|XYC|||Herrljunga|Herrljunga|||Herrljunga|Herrljunga
XYD|XYD|||Lyon Part-dieu Rail Sv|Lyon Part-dieu Rail Sv|Лион|Лион|Lyon|Lyon
XYE|XYE|Йе|Йе|Ye|Ye|Йе|Йе|Ye|Ye
XYI|XYI|||Flen|Flen|||Flen|Flen
XYL|XYL|||Lyon Perrache Rail Svc|Lyon Perrache Rail Svc|Лион|Лион|Lyon|Lyon
XYM|XYM|||Falkenberg Rail|Falkenberg Rail|||Falkenberg|Falkenberg
XYN|XYN|||Kristinehamn Rail|Kristinehamn Rail|||Kristinehamn|Kristinehamn
XYO|XYO|Карлсхамн|Карлсхамн|Karlshamn|Karlshamn|Карлсхамн|Карлсхамн|Karlshamn|Karlshamn
XYP|XYP|||Avesta Krylbo|Avesta Krylbo|||Avesta Krylbo|Avesta Krylbo
XYR|XYR|||Yellow River|Yellow River|||Yellow River|Yellow River
XYT|XYT|||Montaudran|Montaudran|Тулуз|Тулуз|Toulouse|Toulouse
XYU|XYU|||Solvesborg|Solvesborg|||Solvesborg|Solvesborg
XYV|XYV|||Lyon Satolas Rail Svc|Lyon Satolas Rail Svc|Лион|Лион|Lyon|Lyon
XYX|XYX|||Sala|Sala|||Sala|Sala
XZA|XZA|Забре|Забре|Zabre|Zabre|Забре|Забре|Zabre|Zabre
XZE|XZE|||Off line Point|Off line Point|||Rail (Generic)|Rail (Generic)
XZF|XZF|||Dammam Port|Dammam Port|Дамман|Дамман|Dammam|Dammam
XZJ|XZJ|||Off line Point|Off line Point|||Rail (Generic)|Rail (Generic)
XZQ|XZQ|||Pass Rail|Pass Rail|||Rail (Generic)|Rail (Generic)
XZU|XZU|||Off line Point|Off line Point|||Rail (Generic)|Rail (Generic)
XZX|XZX|||Off line Point|Off line Point|||Rail (Generic)|Rail (Generic)
YAA|YAA|||Anahim Lake|Anahim Lake|||Anahim Lake|Anahim Lake
YAB|YAB|||Arctic Bay|Arctic Bay|||Arctic Bay|Arctic Bay
YAC|YAC|||Cat Lake|Cat Lake|||Cat Lake|Cat Lake
YAD|YAD|||Moose Lake|Moose Lake|||Moose Lake|Moose Lake
YAE|YAE|||Alta Lake|Alta Lake|||Alta Lake|Alta Lake
YAF|YAF|||Asbestos Hill|Asbestos Hill|||Asbestos Hill|Asbestos Hill
YAG|YAG|||Municipal|Municipal|||Fort Frances|Fort Frances
YAH|YAH|||Lagrande 4|Lagrande 4|||Lagrande 4|Lagrande 4
YAI|YAI|Чийан|Чийан|Chillan|Chillan|Чиллан|Чиллан|Chillan|Chillan
YAJ|YAJ|||Lyall Harbour|Lyall Harbour|||Lyall Harbour|Lyall Harbour
YAK|YAK|||Yakutat|Yakutat|||Yakutat|Yakutat
YAL|YAL|||Alert Bay|Alert Bay|||Alert Bay|Alert Bay
YAM|YAM|Со Сен Мари|Со Сен Мари|Sault Ste Marie|Sault Ste Marie|Со Сен Мари|Со Сен Мари|Sault Ste Marie|Sault Ste Marie
YAN|YAN|Янгамби|Янгамби|Yangambi|Yangambi|Янгамби|Янгамби|Yangambi|Yangambi
YAO|YAO|||Yaounde Airport|Yaounde Airport|Яунде|Яунде|Yaounde|Yaounde
YAP|YAP|||Yap International|Yap International|||Yap, Caroline Islands|Yap, Caroline Islands
YAQ|YAQ|||Maple Bay|Maple Bay|||Maple Bay|Maple Bay
YAR|YAR|||Lagrande 3|Lagrande 3|||Lagrande 3|Lagrande 3
YAS|YAS|||Yasawa Island|Yasawa Island|||Yasawa Island|Yasawa Island
YAT|YAT|||Attawapiskat|Attawapiskat|||Attawapiskat|Attawapiskat
YAU|YAU|||Kattiniq/Donaldson|Kattiniq/Donaldson|||Kattiniq|Kattiniq
YAV|YAV|||Miners Bay|Miners Bay|||Miners Bay|Miners Bay
YAW|YAW|||Shearwater|Shearwater|Галифакс|Галифакс|Halifax|Halifax
YAX|YAX|||Angling Lake|Angling Lake|||Angling Lake|Angling Lake
YAY|YAY|||St Anthony|St Anthony|||St Anthony|St Anthony
YAZ|YAZ|||Tofino Airport|Tofino Airport|||Tofino, BC|Tofino, BC
YBA|YBA|Банфф|Банфф|Banff|Banff|Банфф|Банфф|Banff|Banff
YBB|YBB|||Kugaaruk|Kugaaruk|||Kugaaruk|Kugaaruk
YBC|YBC|||Baie Comeau|Baie Comeau|||Baie Comeau|Baie Comeau
YBD|YBD|||New Westminster|New Westminster|||New Westminster|New Westminster
YBE|YBE|||Uranium City|Uranium City|||Uranium City|Uranium City
YBF|YBF|||Bamfield|Bamfield|||Bamfield|Bamfield
YBG|YBG|||Bagotville|Bagotville|||Bagotville|Bagotville
YBH|YBH|||Bull Harbour|Bull Harbour|||Bull Harbour|Bull Harbour
YBI|YBI|||Black Tickle|Black Tickle|||Black Tickle|Black Tickle
YBJ|YBJ|||Baie Johan Beetz|Baie Johan Beetz|||Baie Johan Beetz|Baie Johan Beetz
YBK|YBK|||Baker Lake|Baker Lake|||Baker Lake|Baker Lake
YBL|YBL|Кэмпбелл Ривер|Кэмпбелл Ривер|Campbell River|Campbell River|Кэмпбелл Ривер|Кэмпбелл Ривер|Campbell River|Campbell River
YBM|YBM|||Bronson Creek|Bronson Creek|||Bronson Creek|Bronson Creek
YBN|YBN|||Borden|Borden|||Borden|Borden
YBO|YBO|||Bobquinn Lake|Bobquinn Lake|||Bobquinn Lake|Bobquinn Lake
YBP|YBP|Ибин|Ибин|Yibin|Yibin|Ибин|Ибин|Yibin|Yibin
YBQ|YBQ|||Telegraph Harbour|Telegraph Harbour|||Telegraph Harbour|Telegraph Harbour
YBR|YBR|Брэндон|Брэндон|Brandon|Brandon|Брэндон|Брэндон|Brandon|Brandon
YBS|YBS|||Musselwhite|Musselwhite|||Opapamiska Lake|Opapamiska Lake
YBT|YBT|||Brochet|Brochet|||Brochet|Brochet
YBV|YBV|||Berens River|Berens River|||Berens River|Berens River
YBW|YBW|||Springbank|Springbank|Калгари|Калгари|Calgary|Calgary
YBX|YBX|||Blanc Sablon|Blanc Sablon|||Blanc Sablon|Blanc Sablon
YBY|YBY|||Bonnyville|Bonnyville|||Bonnyville, AB|Bonnyville, AB
YCA|YCA|||Courtenay|Courtenay|||Courtenay|Courtenay
YCB|YCB|||Cambridge Bay|Cambridge Bay|||Cambridge Bay|Cambridge Bay
YCC|YCC|||Regional|Regional|||Cornwall|Cornwall
YCD|YCD|||Nanaimo Arpt|Nanaimo Arpt|Нанаимо|Нанаимо|Nanaimo|Nanaimo
YCE|YCE|||Centralia|Centralia|||Centralia|Centralia
YCF|YCF|||Cortes Bay|Cortes Bay|||Cortes Bay|Cortes Bay
YCG|YCG|||Castlegar|Castlegar|||Castlegar|Castlegar
YCH|YCH|||Miramichi|Miramichi|||Miramichi|Miramichi
YCI|YCI|||Caribou Island|Caribou Island|||Caribou Island|Caribou Island
YCJ|YCJ|||Cape St James|Cape St James|||Cape St James|Cape St James
YCK|YCK|||Colville Lake|Colville Lake|||Colville Lake|Colville Lake
YCL|YCL|||Charlo|Charlo|||Charlo|Charlo
YCM|YCM|||St Catharines|St Catharines|||St Catharines|St Catharines
YCN|YCN|Кочране|Кочране|Cochrane|Cochrane|Кочране|Кочране|Cochrane|Cochrane
YCO|YCO|||Kugluktuk|Kugluktuk|||Kugluktuk/Coppermine|Kugluktuk/Coppermine
YCP|YCP|||Co-op Point|Co-op Point|||Co-op Point|Co-op Point
YCQ|YCQ|||Chetwynd|Chetwynd|||Chetwynd|Chetwynd
YCR|YCR|||Cross Lake|Cross Lake|||Cross Lake|Cross Lake
YCS|YCS|||Chesterfield Inlet|Chesterfield Inlet|||Chesterfield Inlet|Chesterfield Inlet
YCT|YCT|||Coronation|Coronation|||Coronation|Coronation
YCU|YCU|||Yun Cheng|Yun Cheng|||Yun Cheng|Yun Cheng
YCV|YCV|||Cartierville|Cartierville|||Cartierville|Cartierville
YCW|YCW|||Chilliwack Municipal Airport|Chilliwack Municipal Airport|Чиллиуок|Чиллиуок|Chilliwack|Chilliwack
YCX|YCX|||Gagetown|Gagetown|||Gagetown|Gagetown
YCY|YCY|||Clyde River|Clyde River|||Clyde River|Clyde River
YCZ|YCZ|||Fairmont Hot Springs|Fairmont Hot Springs|||Fairmont Hot Springs|Fairmont Hot Springs
YDA|YDA|||Dawson City|Dawson City|||Dawson City|Dawson City
YDB|YDB|||Burwash Landings|Burwash Landings|||Burwash Landings|Burwash Landings
YDC|YDC|||Industrial Airport|Industrial Airport|||Drayton Valley|Drayton Valley
YDE|YDE|||Paradise River|Paradise River|||Paradise River|Paradise River
YDF|YDF|||Deer Lake|Deer Lake|||Deer Lake|Deer Lake
YDG|YDG|||Digby|Digby|||Digby|Digby
YDH|YDH|||Daniels Harbour|Daniels Harbour|||Daniels Harbour|Daniels Harbour
YDI|YDI|||Davis Inlet|Davis Inlet|||Davis Inlet|Davis Inlet
YDJ|YDJ|||Hatchet Lake|Hatchet Lake|||Hatchet Lake|Hatchet Lake
YDK|YDK|||Main Duck Island|Main Duck Island|||Main Duck Island|Main Duck Island
YDL|YDL|||Dease Lake|Dease Lake|||Dease Lake|Dease Lake
YDN|YDN|||Dauphin|Dauphin|||Dauphin|Dauphin
YDO|YDO|||St Methode|St Methode|||Dolbeau|Dolbeau
YDP|YDP|||Nain|Nain|||Nain|Nain
YDQ|YDQ|||Dawson Creek|Dawson Creek|||Dawson Creek|Dawson Creek
YDR|YDR|||Broadview|Broadview|||Broadview|Broadview
YDS|YDS|||Desolation Sound|Desolation Sound|||Desolation Sound|Desolation Sound
YDT|YDT|||Boundary Bay|Boundary Bay|Ванкувер|Ванкувер|Vancouver|Vancouver
YDU|YDU|||Kasba Lake|Kasba Lake|||Kasba Lake|Kasba Lake
YDV|YDV|||Bloodvein|Bloodvein|||Bloodvein|Bloodvein
YDW|YDW|||Obre Lake|Obre Lake|||Obre Lake|Obre Lake
YDX|YDX|Док-Крик|Док-Крик|Doc Creek|Doc Creek|Док-Крик|Док-Крик|Doc Creek|Doc Creek
YEC|YEC|||Yecheon|Yecheon|||Yecheon|Yecheon
YED|YED|||Namao Fld|Namao Fld|Едмонтон|Едмонтон|Edmonton|Edmonton
YEG|YEG|||Edmonton International|Edmonton International|||Edmonton, AB|Edmonton, AB
YEH|YEH|||Persian Gulf International|Persian Gulf International|||Assaluyeh|Assaluyeh
YEI|YEI|||Yenisehir|Yenisehir|Бурса|Бурса|Bursa|Bursa
YEK|YEK|||Arviat|Arviat|||Arviat|Arviat
YEL|YEL|||Elliot Lake|Elliot Lake|||Elliot Lake|Elliot Lake
YEM|YEM|||East Manitoulin|East Manitoulin|||Manitowaning|Manitowaning
YEN|YEN|||Estevan|Estevan|||Estevan|Estevan
YEO|YEO|Йовилтон|Йовилтон|Yeovilton|Yeovilton|Йовилтон|Йовилтон|Yeovilton|Yeovilton
YEP|YEP|||Estevan Point|Estevan Point|||Estevan Point|Estevan Point
YEQ|YEQ|Енкис|Енкис|Yenkis|Yenkis|Енкис|Енкис|Yenkis|Yenkis
YER|YER|||Fort Severn|Fort Severn|||Fort Severn|Fort Severn
YES|YES|||Yasouj|Yasouj|||Yasouj|Yasouj
YET|YET|||Edson|Edson|||Edson|Edson
YEU|YEU|||Eureka|Eureka|||Eureka|Eureka
YEV|YEV|||Inuvik/mike Zubko|Inuvik/mike Zubko|||Inuvik|Inuvik
YEY|YEY|||Amos|Amos|||Amos|Amos
YFA|YFA|||Fort Albany|Fort Albany|||Fort Albany|Fort Albany
YFB|YFB|||Iqaluit|Iqaluit|||Iqaluit|Iqaluit
YFC|YFC|Фредериктон|Фредериктон|Fredericton|Fredericton|Фредериктон|Фредериктон|Fredericton|Fredericton
YFE|YFE|||Forestville|Forestville|||Forestville|Forestville
YFG|YFG|||Fontanges|Fontanges|||Fontanges|Fontanges
YFH|YFH|||Fort Hope|Fort Hope|||Fort Hope|Fort Hope
YFJ|YFJ|||Snare Lake|Snare Lake|||Snare Lake|Snare Lake
YFL|YFL|||Fort Reliance|Fort Reliance|||Fort Reliance|Fort Reliance
YFO|YFO|||Flin Flon|Flin Flon|||Flin Flon|Flin Flon
YFR|YFR|||Fort Resolution|Fort Resolution|||Fort Resolution|Fort Resolution
YFS|YFS|||Fort Simpson|Fort Simpson|||Fort Simpson|Fort Simpson
YFX|YFX|||Fox Harbour (St Lewis)|Fox Harbour (St Lewis)|||Fox Harbour (St Lewis)|Fox Harbour (St Lewis)
YGA|YGA|||Gagnon|Gagnon|||Gagnon|Gagnon
YGB|YGB|||Gillies Bay|Gillies Bay|||Gillies Bay|Gillies Bay
YGC|YGC|||Grande Cache|Grande Cache|||Grande Cache|Grande Cache
YGE|YGE|||Gorge Harbor|Gorge Harbor|||Gorge Harbor|Gorge Harbor
YGG|YGG|||Ganges Harbor|Ganges Harbor|||Ganges Harbor|Ganges Harbor
YGH|YGH|||Fort Good Hope|Fort Good Hope|||Fort Good Hope|Fort Good Hope
YGJ|YGJ|||Miho|Miho|Йонаго|Йонаго|Yonago|Yonago
YGK|YGK|Кингстон|Кингстон|Kingston|Kingston|Кингстоун|Кингстоун|Kingston|Kingston
YGL|YGL|||La Grande|La Grande|||La Grande|La Grande
YGM|YGM|||Gimli|Gimli|||Gimli|Gimli
YGN|YGN|||Greenway Sound|Greenway Sound|||Greenway Sound|Greenway Sound
YGO|YGO|||Gods Narrows|Gods Narrows|||Gods Narrows|Gods Narrows
YGQ|YGQ|||Geraldton|Geraldton|||Geraldton|Geraldton
YGR|YGR|||Iles De La Madeleine|Iles De La Madeleine|||Iles De La Madeleine|Iles De La Madeleine
YGS|YGS|||Germansen|Germansen|||Germansen|Germansen
YGT|YGT|||Igloolik|Igloolik|||Igloolik|Igloolik
YGV|YGV|||Havre St Pierre|Havre St Pierre|||Havre St Pierre|Havre St Pierre
YGW|YGW|||Kuujjuarapik|Kuujjuarapik|||Kuujjuarapik|Kuujjuarapik
YGX|YGX|||Gillam|Gillam|||Gillam|Gillam
YGY|YGY|||Deception|Deception|||Deception|Deception
YGZ|YGZ|||Grise Fiord|Grise Fiord|||Grise Fiord|Grise Fiord
YHA|YHA|||Port Hope Simpson|Port Hope Simpson|||Port Hope Simpson|Port Hope Simpson
YHB|YHB|||Hudson Bay|Hudson Bay|||Hudson Bay|Hudson Bay
YHC|YHC|Хакаи-Пасс|Хакаи-Пасс|Hakai Pass|Hakai Pass|Хакаи-Пасс|Хакаи-Пасс|Hakai Pass|Hakai Pass
YHD|YHD|||Municipal|Municipal|Драйден|Драйден|Dryden|Dryden
YHE|YHE|||Hope|Hope|||Hope|Hope
YHF|YHF|||Hearst|Hearst|||Hearst|Hearst
YHG|YHG|||Charlottetown|Charlottetown|||Charlottetown|Charlottetown
YHH|YHH|||Harbor SPB|Harbor SPB|Кэмпбелл Ривер|Кэмпбелл Ривер|Campbell River|Campbell River
YHI|YHI|||Holman|Holman|||Holman|Holman
YHK|YHK|||Gjoa Haven|Gjoa Haven|||Gjoa Haven|Gjoa Haven
YHM|YHM|Гамильтон|Гамильтон|Hamilton|Hamilton|Гамильтон|Гамильтон|Hamilton|Hamilton
YHN|YHN|||Hornepayne|Hornepayne|||Hornepayne|Hornepayne
YHO|YHO|||Hopedale|Hopedale|||Hopedale|Hopedale
YHP|YHP|||Poplar Hill|Poplar Hill|||Poplar Hill|Poplar Hill
YHR|YHR|||Chevery|Chevery|||Chevery|Chevery
YHS|YHS|||Sechelt|Sechelt|||Sechelt|Sechelt
YHT|YHT|||Haines Junction|Haines Junction|||Haines Junction|Haines Junction
YHU|YHU|||St Hubert|St Hubert|Монреаль|Монреаль|Montreal|Montreal
YHY|YHY|||Hay River|Hay River|||Hay River|Hay River
YHZ|YHZ|||Halifax International|Halifax International|Галифакс|Галифакс|Halifax|Halifax
YIB|YIB|||Atikokan|Atikokan|||Atikokan|Atikokan
YIF|YIF|||Pakuashipi|Pakuashipi|||Pakuashipi|Pakuashipi
YIG|YIG|||Big Bay Marina|Big Bay Marina|||Big Bay Marina|Big Bay Marina
YIH|YIH|Фучэн|Фучэн|Yichang|Yichang|Фучэн|Фучэн|Yichang|Yichang
YIK|YIK|||Ivujivik|Ivujivik|||Ivujivik|Ivujivik
YIN|YIN|Фунин|Фунин|Yining|Yining|Иньин|Иньин|Yining|Yining
YIO|YIO|||Pond Inlet|Pond Inlet|||Pond Inlet|Pond Inlet
YIP|YIP|||Willow Run|Willow Run|||Detroit, MI|Detroit, MI
YIV|YIV|||Island Lk/Garden Hill|Island Lk/Garden Hill|||Island Lk/Garden Hill|Island Lk/Garden Hill
YIW|YIW|Иву|Иву|Yiwu|Yiwu|Иву|Иву|Yiwu|Yiwu
YJF|YJF|||Fort Liard|Fort Liard|||Fort Liard|Fort Liard
YJN|YJN|||St Jean|St Jean|||St Jean|St Jean
YJO|YJO|||Johnny Mountain|Johnny Mountain|||Johnny Mountain|Johnny Mountain
YJP|YJP|||Jasper-hinton|Jasper-hinton|||Jasper-hinton|Jasper-hinton
YJT|YJT|||Stephenville|Stephenville|||Stephenville|Stephenville
YKA|YKA|Камлупс|Камлупс|Kamloops|Kamloops|Камлупс|Камлупс|Kamloops|Kamloops
YKC|YKC|||Collins Bay|Collins Bay|||Collins Bay|Collins Bay
YKD|YKD|||Township Airport|Township Airport|||Kincardine|Kincardine
YKE|YKE|||Knee Lake|Knee Lake|||Knee Lake|Knee Lake
YKF|YKF|||Kitchener-Waterloo Regional|Kitchener-Waterloo Regional|||Kitchener/Waterloo|Kitchener/Waterloo
YKG|YKG|||Kangirsuk|Kangirsuk|||Kangirsuk|Kangirsuk
YKI|YKI|||Kennosao Lake|Kennosao Lake|||Kennosao Lake|Kennosao Lake
YKJ|YKJ|||Key Lake|Key Lake|||Key Lake|Key Lake
YKK|YKK|||Kitkatla|Kitkatla|||Kitkatla|Kitkatla
YKL|YKL|||Schefferville|Schefferville|||Schefferville|Schefferville
YKM|YKM|||Yakima Air Terminal|Yakima Air Terminal|Якима|Якима|Yakima|Yakima
YKN|YKN|||Chan Gurney|Chan Gurney|||Yankton|Yankton
YKQ|YKQ|||Waskaganish|Waskaganish|||Waskaganish|Waskaganish
YKS|YKS|Якутск|Якутск|Yakutsk|Yakutsk|Якутск|Якутск|Yakutsk|Yakutsk
YKT|YKT|||Klemtu|Klemtu|||Klemtu|Klemtu
YKU|YKU|||Chisasibi|Chisasibi|||Chisasibi|Chisasibi
YKX|YKX|||Kirkland Lake|Kirkland Lake|||Kirkland Lake|Kirkland Lake
YKY|YKY|||Kindersley|Kindersley|||Kindersley|Kindersley
YKZ|YKZ|||Buttonville Municipal|Buttonville Municipal|Торонто|Торонто|Toronto|Toronto
YLA|YLA|||Langara|Langara|||Langara|Langara
YLB|YLB|||Lac Biche|Lac Biche|||Lac Biche|Lac Biche
YLC|YLC|||Kimmirut|Kimmirut|||Kimmirut/Lake Harbour|Kimmirut/Lake Harbour
YLD|YLD|||Chapleau|Chapleau|||Chapleau|Chapleau
YLE|YLE|||Wha Ti|Wha Ti|||Wha Ti/Lac La Martre|Wha Ti/Lac La Martre
YLF|YLF|||LaForges|LaForges|||LaForges|LaForges
YLG|YLG|||Yalgoo|Yalgoo|||Yalgoo|Yalgoo
YLH|YLH|||Lansdowne House|Lansdowne House|||Lansdowne House|Lansdowne House
YLI|YLI|||Ylivieska|Ylivieska|||Ylivieska|Ylivieska
YLJ|YLJ|||Meadow Lake|Meadow Lake|||Meadow Lake|Meadow Lake
YLL|YLL|||Lloydminster|Lloydminster|||Lloydminster, AB|Lloydminster, AB
YLM|YLM|||Clinton Creek|Clinton Creek|||Clinton Creek|Clinton Creek
YLN|YLN|Фулан|Фулан|Yilan|Yilan|Фулан|Фулан|Yilan|Yilan
YLO|YLO|||Shilo|Shilo|||Shilo|Shilo
YLP|YLP|||Mingan|Mingan|||Mingan|Mingan
YLQ|YLQ|||La Tuque|La Tuque|||La Tuque|La Tuque
YLR|YLR|||Leaf Rapids|Leaf Rapids|||Leaf Rapids|Leaf Rapids
YLS|YLS|||Lebel-Sur-Quevillon|Lebel-Sur-Quevillon|||Lebel-Sur-Quevillon|Lebel-Sur-Quevillon
YLT|YLT|||Alert|Alert|||Alert|Alert
YLW|YLW|||Kelowna Airport|Kelowna Airport|||Kelowna, BC|Kelowna, BC
YLX|YLX|||Long Point|Long Point|||Long Point|Long Point
YLY|YLY|||Langley Regional|Langley Regional|||Langley|Langley
YMA|YMA|||Mayo|Mayo|||Mayo|Mayo
YMB|YMB|||Merritt|Merritt|||Merritt|Merritt
YMC|YMC|||Maricourt Airstrip|Maricourt Airstrip|||Maricourt Airstrip|Maricourt Airstrip
YMD|YMD|||Mould Bay|Mould Bay|||Mould Bay|Mould Bay
YME|YME|||Matane|Matane|||Matane|Matane
YMF|YMF|||Montagne Harbor|Montagne Harbor|||Montagne Harbor|Montagne Harbor
YMG|YMG|||Manitouwadge|Manitouwadge|||Manitouwadge|Manitouwadge
YMI|YMI|||Minaki|Minaki|||Minaki|Minaki
YMJ|YMJ|||Moose Jaw / Air Vice Marshal C. M. Mcewen Airport|Moose Jaw / Air Vice Marshal C. M. Mcewen Airport|||Moose Jaw|Moose Jaw
YML|YML|Шарлевуа|Шарлевуа|Charlevoix|Charlevoix|||Murray Bay, NT|Murray Bay, NT
YMM|YMM|||Fort Mcmurray|Fort Mcmurray|||Fort Mcmurray|Fort Mcmurray
YMN|YMN|||Makkovik|Makkovik|||Makkovik|Makkovik
YMO|YMO|||Moosonee|Moosonee|||Moosonee|Moosonee
YMP|YMP|||Port McNeil|Port McNeil|||Port McNeil|Port McNeil
